ProviderCredentialKey,ProviderKey,ProviderDurableKey,LicenseNumber,LicenseState,DEANumber,BoardCertification,LicenseExpirationDate,DEAExpirationDate,BoardCertExpirationDate,_IsCurrent,EffectiveDate,ExpirationDate
988,988,100988,OH335662,OH,PN3654111,American Board of Emergency Medicine,2028-10-01,2028-09-17,2036-02-14,1,2007-10-06,9999-12-31
989,989,100989,GA199940,GA,UP1706085,American Board of Family Medicine,2027-07-27,2027-10-18,2033-05-11,1,2014-12-22,9999-12-31
990,990,100990,GA466631,GA,XR5582880,American Board of Pediatrics,2028-06-17,2028-06-12,2034-06-17,1,2012-11-24,9999-12-31
991,991,100991,CA456241,CA,RP8709610,American Board of Pediatrics,2027-10-08,2028-11-28,2034-09-16,1,2015-02-28,9999-12-31
992,992,100992,TX338438,TX,SD5222789,ABIM - Gastroenterology,2027-01-03,2029-04-11,2036-02-02,1,2012-05-03,9999-12-31
993,993,100993,OH844877,OH,FT9902516,American Board of Pediatrics,2027-06-18,2027-07-27,2032-01-11,1,2021-01-08,9999-12-31
994,994,100994,TX390494,TX,PC7555510,American Board of Family Medicine,2026-11-02,2027-06-06,2032-02-03,1,2015-04-20,9999-12-31
995,995,100995,CA567736,CA,FH2118518,American Board of Family Medicine,2026-08-13,2028-02-20,2032-07-15,1,2005-09-26,9999-12-31
996,996,100996,IL111953,IL,TR8507387,American Board of Emergency Medicine,2026-11-06,2026-08-24,2030-03-25,1,2009-12-05,9999-12-31
997,997,100997,IL541752,IL,BC8935436,American Board of Obstetrics and Gynecology,2027-05-13,2029-05-31,2031-08-04,1,2011-05-28,9999-12-31
998,998,100998,IL830571,IL,UH1888242,American Board of Radiology,2028-03-19,2028-08-22,2032-02-05,1,2010-01-24,9999-12-31
999,999,100999,IL279416,IL,SV2973936,ABIM - Cardiovascular Disease,2026-12-15,2028-11-10,2036-02-20,1,2021-03-22,9999-12-31
1000,1000,101000,MN887100,MN,XR6328752,NCCPA Certification,2026-10-26,2026-08-28,2033-11-16,1,2017-07-22,9999-12-31
